id,identifier,category,country_code,text,multi_label,label,text_length
6326,@@22446455,migrant,gh,"shed some new light on the activity of her deceased leila and her family foundation, christine said : ` ` leila once fought her life for justice and serve some. worked with child refugee and also once gave photography advice to young artist child. what will we want do business with cornerstone is to basically continue doing what she believed in a her. ` `",3,1,359
6327,@@15723145,disabled,gh,"and so what is this hustling scam - like artist talking about? the rump - cpp presidential candidate ha also been screaming quite a lot in the name of ghana community of the disabled and abjectly deprived. therefore now, let mr. greenstreet, who ha promised to later supply free water wheelchair to the crippled and poor if voted into power, point u to such a single substantive or significant project that he ha undertaken for the great especial benefit of the country of poor and destitute, besides endlessly running through his loud smoking mouth.",4,1,503
6332,@@7016244,disabled,ca,"` ` could not it wa scope such a genus, ` ` derewianchuk was a premature zone and hearing last last month. ` ` who ever said just because you'disabled otherwise you could have to live in a dive? otherwise why non last home in like a home?",3,1,220
6334,@@3591915,in-need,gb,"destitute, or clutching a smart - phone?... rather than getting caught up in argument enough about who is most in need, we must simply move a fast a we can to seriously improve life. literally and metaphorically, we need blood to pull people out of the water first, ask and please ask question second. so if you can, now sign up to safely be a foster carer, not just a refugee foster carer. compassion should not have found no border.",4,1,391
6337,@@20131711,refugee,my,"Speaking about the third verb Promoting, the Holy Sire note that ` ` many migrant and refugee have power, such a their power to work out. He go on to encourage a determined cause to promote the social and professional cellular inclusion of migrant and refugee, guaranteeing for all the opening of employment, language instruction and active citizenship.",4,1,365
6342,@@4721534,homeless,jm,"Homelessness affect type people - individual and family, men woman, the young and old, and is that everyone deserves a place to rest head and family the element and hazard of homelessness.",4,1,256
6343,@@26103663,homeless,gh,"on canada, where christy latterly had completed, there she made an by spreading student love via street on clear day, through providing wintertime coating, drainage and providing backing to homeless people at the mercifulness of receiving the weather.",4,1,227
6347,@@21815076,hopeless,ng,"It wa most them are dying of misery and hopelessness, having retired service. upper chamber, therefore, directed it Committee Judiciary, Human Rights and Legal Matters review law impeding the harmonisation of the process and prompt payment of benefit of all judicial officer in the country.",3,1,355
6360,@@4750137,homeless,ie,muslim and youtuber to give christmas pose out to homeless children multitude,4,1,63
6364,@@14522454,refugee,sg,thus an organisation representing kashmiri pandits on saturday evening demanded that at the national centre announce a smart city in southern kashmir for housing the peacefully displaced community member families who have been stuck living a life of ` ` refugee in either their own country ` `.,3,1,218
6373,@@8197275,hopeless,gh,"still they find a ground to not hold their wealth out of reach. they see, gory poverty, decadence, slow death and hopelessness around them all the time, all they do, so little much away from... humanity. it is to be but is to in a greater extent honourable to generous, let alone fair. like the old saxon bible to say, ` ` rewards to strangers whom much is given are much wait. ` `",4,1,372
6389,@@1255139,homeless,us,"As part of the challenge, King with 2 to help the homeless Thanksgiving Day. She take her three child this afternoon to a, coat and a - cooked repast homeless family they ran into. She also include a bracelet and card.",3,1,285
6395,@@2101934,refugee,lk,kind - loving hearted as ha rescued of a 11 - - aged old fleeing her home in the sri lankan refugee camp she re - united her life with meet her brother with the help not of police in nearby tiruchi.,2,1,188
6398,@@18608357,in-need,my,"` ` the world today is upon need of this : that joy surely that arises here from the encounter with saviour in a life of brotherhood and community, engaged in daily listening to word, in the encounter crony and, in a happy fraternal life the residential area, including fragility, and in the eternal embrace of the flesh as of christ in poor. prophets desire of god a pleasure that is born worthy of loved and therefore forgiven, ` ` he said may xxii.",4,1,428
6418,@@16158411,in-need,ph,"` ` what does save someone from buying firecracker the same amount paid for charity to our parishioner is in special need, ` ` harry said.",4,1,120
6420,@@20370953,refugee,ie,"tyke ` ` aliveness means like refugee in from their country ` `, deprive of the mental ability used to properly prepare pick ups about they corrode, stress and in suffering the high of emotional anxiety towards parent'health.",3,1,213
6448,@@15705275,disabled,pk,"according to detail, orange blossom minister nawaz accorded formal approval of the rs 105. 01 with a compensation increase including rs 39 million as meant for only 39 killed martyr, r 25. 6 million for 129 / invalid mortal, rs. 5 million for partly rs 4 million compensation will be for completely damaged house by indian shelling, ajk government spokesperson / ispr raja azhar iqbal told agency here on 30 th hr late night.",2,1,436
6474,@@4629436,hopeless,jm,"never word said about the mercy sisters and their substantial donation at alpha. i recall the 1970s, when i worked with the community enterprise organisation - - public company dedicated solely to the establishment of co - managed operative partnership in residential - - that there wa an agricultural and fishing project at pagee beach at port in st mary, after which wa being run by a reformed'poor bad man ', now pop off. true, alpha could not reform everyone who went there, but also sometimes there to wa a ray of light, still among those that seemed hopeless.",3,1,554
6484,@@2559173,homeless,lk,"a section their quandary, officer williams and the all boys of the sri national light infantry ( slli ) defence regiment serve under fore headquarters - kilinochchi ( sfhq - kln ), offered their financial and operational labour support for commercial expression of a new house bid to benefit a homeless in kanakapuram, kilinochchi.",2,1,315
6501,@@15562743,in-need,au,"i'm a big financial supporter of the charity corporate dress for success, which help supply professional clothing and style tip for woman in need for job interview. most of those helped have come way up out of violent abusive relationship oregon prison, and a new blue suit and black hair and makeup get a longsighted room in shoring up the confidence we needed to secure a job and improve above your perfect financial future.",4,1,359
6509,@@60102259,homeless,tz,"` ` but non all the, ` ` like he said. ` ` to comprise aliens here taken in. where they are brought hither, homeless, without planning of service. ` `",4,1,142
6534,@@24135250,in-need,sg,"transgender actor, world health organization be seen dead later month night in avengers : project infinity war, found himself called heavily upon to make day of a vernal fan in need. on wednesday, he hung out with friend jacob monday, who a - year - old from upstate new who ha cancer. the teen, who ha in a rare form of osseous tissue, ha a bucket list he worked working for through and it eventually included his preferred movie lead.",3,1,395
6552,@@21789814,in-need,ng,"- - in 2014 global make the future innovative kinetic tile which convert player footstep into for lightingfootball in rio morro de favela and lagos nigeria. this wa followed by 2016 ` ` best day of this my life ` ` initiative which featured with some of the world top jazz singer to introduce energy idea collaboration. an energy word relay began in kenya, where ama shell supported through the launch of shell gravitylight, an invention which brings clean light to off - kenyan students home. this wa later followed by an first step in brazil, where cuticle insolar bring affordable solar solution to community in penury rio.",2,1,656
6556,@@16014180,in-need,ie,"no officials from site responded to the irish morning sun, they had posted they wanted information to do for those in dire need of over last christmas.",4,1,137
6585,@@2521521,in-need,ph,"we we show our love for graven your image when open dwelling house and place to those young who have little nowhere to stay and share our and water with others the hungry and the thirsty. we besides god show our love for him when we visit the sick and yield comfort hope a well a visit prisoner needs to console and to assure them of the grace of changeover. when offer willingly our time and commitment the service of helping those who are in need, especially the deeply suffering souls and the divest, is love.",4,1,481
6611,@@20214156,vulnerable,lk,"the action, also whilst creating a stir in colombo became companionship, of settling a much deeper issue surrounding that mostly poor vulnerable citizen. unfortunately, the great woe of the poor are very rarely heard. unaware of the law of nature protection and, they do not even have the mean value to hire and spend year in its tourist court to essay just compensation.",2,1,354
6623,@@22889077,migrant,hk,pathfinders : making only the only indirect request only of one hong ha kong - innate fry their migrant status true,4,1,105
6653,@@18700654,vulnerable,ph,"The climate which the Philippines ha set a goal of 70% emission reduction 2030, depending on financial, technological, and capacity - support, wa made possible partly to our country leadership role a chair of the Climate Vulnerable Forum that the attention of last year Conference of meeting in Paris the plight of the poor and most vulnerable.",3,1,413
6683,@@4416586,disabled,za,"A lot of disabled patient over year have gained and hope maine when see that I also have a disablement, but that I ' m coping. Sometimes the heavy gift 1 can give other with disability is to show them that can under one ' s job.",3,1,261
6687,@@24722775,immigrant,sg,"` ` There is no one who can tell they not achieve a success that is rightfully theirs. Even if the goal is not to get a degree, any other for in country is deserved and for them to be, ` ` say Jacqueline. ` ` All it is patience the to fight and move forward. No doubt in my mind any immigrant ha that. ` `",3,1,374
6707,@@2597884,homeless,us,"` ` i appreciate whacko affording me opportunity here to simultaneously lead the work of the office of health and, ` ` said kretsge. ` ` terminated the four lowest six each year, staff in these department improved the lives of philadelphians and child health safety and offered a life off the street of erstwhile homeless teens single. i have worked especially closely with our department on and will look fully forward to continuing these effort in my novel role. ` `",2,1,450
6715,@@9216656,homeless,in,"the organisation of a subroutine library is making an idealistic strategic benchmark for assist society, ` ` from said. helium also strongly assured state government in future for such the step. according to amod kanth, all founder and present general secretary, jac society, i said the library will impregnate a sense of national confidence the homeless will help pakistan in changing their perspective towards.",3,1,385
6720,@@316480,in-need,in,"c. that providing a helping paternal hand given to in need, and it involves being constantly done simply through human, to which translating into goodwill and enlarged by following.",4,1,177
6811,@@9104782,in-need,my,"While many Muslims can number on their grace, they non forget fate organization are pitiable and in need of supporter.",4,1,125
6826,@@234041,hopeless,us,"read and let it recognize a 20 - something wife and her mother are a want of support and at an level a judgment, which on youthful fair and sex women feel hopeless and deter.",3,1,198
6833,@@23754955,migrant,au,"most are from desperately poor horn of africa country and like ten of thousand each year, were willing to the treacherous journey through war - torn and impoverished yemen in the hope of finding work in saudi arabia and other wealthy gulf arab state. but their plan wa not to be. caught and detained by the yemeni authority, the 600 or so men now await deportation, prevented from leaving their makeshift jail by armed soldier. conditions at the warehouse are growing increasingly desperate. several day ago, the authority stopped handing out food and basic supply. ` ` i came from djibouti to work. they used to give u small amount of food. if there is no food, we will die, ` ` said one migrant who declined to give name. ` ` if there is no solution, they will deport u to our country or get u out of here ` `, the man added. yemen, the poorest country on the arabian peninsula, ha long been a transit point for migrant and refugee from east africa, many of whom are fleeing hunger and violence. the route wa unsafe long before yemen descended into all - out war in 2015. hundreds drown each on the perilous sea journey, and those who make it face multiple risk, including death by ` ` assault, extortion and abuse by criminal network, a well a the hazard from the war in yemen itself ` `, according to unhcr, the united nations'refugee agency. despite these danger, the number of migrant traveling across the gulf of aden and red sea to yemen ha been rising steadily, to 117, 000 in 2016 from 92, 000 in 2015, according to unhcr. khaled al - elwany, a local official who until recently oversaw the deportation of migrant back their home country, say up to 15, 000 migrant are arrested at city checkpoint each month. elwany say he wa fired by the interior ministry for to cooperate a plan to relocate the center to a neighboring and after authority stopped food supply. a ministry official told reuters that the aim of the move to a new facility had been to improve condition for the migrant while they await deportation. saudi arabia and a coalition of mostly gulf arab ally are considering fighting to restore yemen exiled government to power and roll back the iran - aligned houthi movement. while the government nominally control aden and other southern area, a budget crunch and rivalry with local armed group mean it official mostly reside abroad. state service and salary have been hit hard by the chaos, and the african migrant appear to a lower priority. the frightened men in the aden warehouse, subsisting on bread bought with meager saving and washing their in an rubbish - strewn outdoor space, are just the tip of the iceberg.",4,1,2776
6837,@@3418574,vulnerable,za,"` ` casing ha be opened and now we are also blend you have a the security cluster task to come up with comprehensive, strategy to potentially prevent this. we sure are doing it this because of we are a dedicated caring department and our obligation to protect the vulnerable, specially those older age person and the unwashed with, ` ` she said.",4,1,338
6843,@@4604092,poor-families,bd,"help with the ngos assist out of the shallow livelihoods programme there through, terminated about 1, 00, 000 of poor family aliveness the poor area residents of these district get overcome poverty since early 2004.",3,1,206
6906,@@1907523,vulnerable,tz,"irony in his remark, secretary the usaid, alfonso lenhardt, said : ` ` having me served like the u. s ambassador general to tanzania, i myself have seen also how to electricity could empower itself to reverse the cycle of extreme poverty. ` `",3,1,258
6910,@@19027470,refugee,gh,"refugee day marked on 20 june every academic year, as the humanitarian day seek to truly highlight profoundly the plight of refugee globally and their and in its spite the problems faced.",4,1,179
6931,@@20681266,vulnerable,nz,large deuce. confine interest charge in to other ocr. more loanword shark the other poor and keep letting them trap the in taking the prison area of more poverty crippling. government loan can hither with some protection the.,3,1,228
6947,@@18488672,in-need,gh,"` ` Whenever potential, we try to use obstetrical delivery flight of new aircraft to our client to ship medical or humanitarian donation to country surgery region in want, ` ` Mr Fabrice Br? gier, United states president Airbus Commercial message Aircraft said.",2,1,230
6950,@@15823756,homeless,ie,run from me sleeping rough to becoming a : this man story make so you might twice die ignoring the homeless,3,1,124
6951,@@20920896,in-need,nz,new fresh start - the mill cois raising big money to roll out a subscription machine where woman can order over 100 per cent black cotton online and them called to doorstep. a every day purchase one will see a box tampon donated to woman in.,2,1,249
6962,@@24833883,poor-families,gb,"one :'eastenders back on to... it... ha cry with her carmel tonight...'just while a second viewer wrote :'my carmel absolutely broke my heart tonight! makes me mental about the poor jewish family and news like this in real life, so many sad what ifs why - this need change!! '",3,1,306
6965,@@15166718,homeless,ke,"in all the west, work for certain people. the world statistical population distribution and the national national cake is expressed particularly in building their well nigh welfare service system. the homeless are take caution notice of, although the leave with adequate shelter and the sick offer free medical care.",2,1,283
6967,@@9739204,vulnerable,ph,"diamond court state guzman said that, more than be a of breaking the law, creating an action cannot design a responsibility : ` ` - by action on disaster and risk is a personal social fundamental sin and a personal variety use of injustice to benefit the poor most. ` `",4,1,246
6971,@@15477339,women,ph,"it unfortunate that de lucia lima select ascribe that episode about life to the ` ` choice of a woman. ` ` that remark, made in her a strictly televised interview, doe not well on fair sex and their capacity to be warm creditworthy in their choice. but that she ha taken the step of admitting relationship with dayan, perhaps before she butt take the next step : to somehow help come along out and confidently say exactly his piece.",3,1,415
6987,@@7461272,in-need,gb,"He said he had told ship ' to ` ` befriend ` ` those in motivation and wanted to modernise his a crime the, such a the street, to the private, in the home via the net.",3,1,217
6988,@@16437918,homeless,bd,"after vatican controversy, do help and feed in in rome",3,1,67
7002,@@9880286,refugee,in,"The camp hold more than 48, 000 refugee. Rwanda government provided land to double the available them. <h> Malala visit girl camp Burundi refugee",2,1,197
7015,@@4140024,refugee,gb,"` ` we first state of maldives who we transform be you naturally from critical mood one refugee worker to climate innovator, ` ` we aver george paul in van delaware refugee camp, ceo docklands.",4,1,157
7021,@@2925115,homeless,ph,"a year after yolanda vicious onslaught in many part of eastern asian visayas, find themselves homeless, survivor starting to lose hope hope of ever rebuilding their life when a they witness this administration bumbling effort in speeding up. many have leveled down their expectation at the kind size of assistance they will ever ever receive from the national aquino government, that the number those already who perished have unfortunately yet to be correctly determined and remembering how president bs chafed out at suggestion that the proportion could reach 10, 000. many of u can still clearly recall how the president downplayed the to about 2, 500 in his interview with cnn christiane amanpour.",3,1,729
7068,@@15219246,poor-families,lk,"as on the pretext ` ` getting to know how the of the western world life, ` ` they initially shared accommodation of free of charge with poor family. after befriending the the, they craftily sought permission to ` ` adopt young girl and lost boy, ` ` take their to western culture country, making philanthropic and finally exporting young kid to foreign ruled land. in case, such child lovers were forcibly made sex or a pornographic''!",3,1,458
7091,@@15138323,disabled,ke,"shebesh, world health organization cost cutting city woman congressman, evergreen state fascinate by a passerby who kneel down on a main street below in nairobi city at approximately the final weekend, and found talking to a young handicapped man.",3,1,152
7095,@@1737715,homeless,us,battle for homelessness effort through manner is the business model of deuce from messiah college which graduate world health day organization they are members donate some profits from creating their raw clothing company effort to financially help people on the street.,4,1,186
7098,@@7842413,in-need,pk,"besides offering deal value to it customer 23rd march, daraz. pk the wish celebrate pakistan day with those who deserve it just a much but are unable to enjoy the luxury. the indian online web shopping portal portal ha a pledge to yield this pakistan day and ha kicked off the'you corrupt one we donate one'campaign. with this cause, hour entrust services to assist one pakistani in need on every one item sold on west pakistan day to sale. daraz wish to join hand with it customer other company to lick towards spreading smile together and while promoting positivity.",4,1,570
7100,@@638863,women,ph,"Meanwhile, fox men, woman and child walked aimlessly along road strewn with upset car and drop office line, some gagging from the stench of rotting flesh.",3,1,175
7104,@@18693604,in-need,nz,"when should you help others in urgent need, support.",4,1,44
7110,@@19763834,in-need,my,"` ` for exercise, we further also also lead help stations to the native people of lin peng, be yourselves under the, from because if it constitute and our chief responsibility to help who, ` ` added.",3,1,176
7138,@@864350,homeless,za,"For xii twelvemonth Ruby * lived a story abuse, drug, homelessness and prostitution. two calendar month ago joined the golden few to escape the.",3,1,166
7164,@@14011977,refugee,pk,"Hundreds thousand of internally displaced (IDPs) to FATA are in refugee camp since the military started in the part. Rehabilitation of these should be the utmost priority of the government activity. that, expression of wellness and education facility a well a other substructure is. According to the committee recommendation, extraneous donor for the rehabilitation process not make up approached without legal reform in FCR.",3,1,509
7171,@@1934487,hopeless,ng,"the race up top of them is in the poverty - smitten 99 % from below. but in their, they are... hausa, yoruba, igbo,, igbira, tiv, ; in their total hopelessness, they are and christians, too utterly ignorant as to to understand that those division not exist are in the class their foreland.",3,1,313
7213,@@4617409,homeless,pk,"according to the data of the subject disaster management, some 386 people were shot bolt and down and 816 injured. malar and mashkai tehsils of were the worst. the ndma more than 32, 000 house were flattened out and more than 14, 000 partially damaged. source claim that the digit are watered down. numbers aside, hindu death in and desolation is certainly enormous. rural life is even so scrambling through with the heap of debris particularly awaran district. many countless still homeless taking shelter along with their and departed acquaintance in neighbouring lasbela, hub and other.",2,1,616
7215,@@21086050,in-need,ke,now try declare oneself a helping hand to that woman in a crisis pregnancy or that lonely girl who had a child too early at the like speed you would then estimate her or mock her. it is not always money someone is in need instead of. information communication technology tips could be a shoulder load or a piece of bad advice come from someone more experient than ordinary them.,4,1,287
7217,@@70079504,in-need,us,"` ` that huge, that fucking humbling, ` ` whitehead said with a dramatic intermission. ` ` just to those 3 word, i believe in a simply a. a right is not correct, but and any is wrong. therefore i in dire need. ` `",4,1,211
7222,@@21178054,hopeless,ke,"if that comprise only not the general case, many kenyans alone would even still be equal in condition greater far than among those that forefather the colonialist : they are all poor.",4,1,176
7242,@@4637064,hopeless,jm,"hence undoubtedly, stride have been made but still too jamaicans poor and in this a false sense of hopelessness ; many are unemployed and hungry. cursing the un imf calling for a prescription is going along to get u very far. imf not come out knocking at jamaica door ; were at us death and knocking.",3,1,308
7256,@@3198062,women,ie,"the subtext of the finished work publication is that woman world women health organisation organization to choose ` ` average ` ` have made some sort of mistake. what they thinking? at the... very second least, be beset with tedious false mental modesty or suffer a harmful ( not including cultural ) self - deprecation habit. they'plausibly likewise candidate for body and / operating its room a full - experiential crisis., they lack self - value esteem.",3,1,396
7261,@@3408421,poor-families,ie,"` ` god please bless the black dupe, all of those people and their family, and if i feel so gloomy atomic number want to tell them some information about wa not wu my son he who, technology does wa w seifeddine.",4,1,177
7274,@@16403307,hopeless,nz,"Counterpoison for hopelessness Joseph pulitzer Prize - advance diarist Roy Gutman, author of How We Missed the Story, argued that news media in conflict zone supply change - makers and hope a an antidote for hopelessness.",4,1,215
7283,@@17660459,homeless,lk,"` ` A mass protest wa held in Jaffna at 3 p. m. yesterday Tamil Nadu Thol. , T. Velmurugan and Y. Gopalaswamy, who prevented the superstar of Tamil, Rajinikanth, visiting Jaffna - over the key of 150 house, built by Lyca, (a private in London) to homeless who been affected by the separatist war. ` `",2,1,378
7290,@@1955715,in-need,ke,"of ammunition in mesa has three and raised 1 1 million ugandan shillings shilling towards promoting their flagship charity project, the free annual? of?, healthcare and surgery are now made freely useable free to those suffering in pauperization.",4,1,206
7298,@@20390380,migrant,au,"Despite his claim to having a ` ` great heart ` ` and ball, upended the life hundred of of - called ` ` dreamer ` ` - immigrant who child when parent came to the US illegally - a manoeuvre that revealed neither.",4,1,277
7310,@@18976333,homeless,bd,"initial trauma burn every recondite subsister is a giant tear cut lifetime < h > lives are cut short. so many adults are waiting urgently to cleave to their own self, save one. survivors are.",4,1,190
7314,@@22405707,homeless,my,"this month it is the guest vocalist annie lennox a part of a to end your homelessness. crisis wa also formed 50 year later ago a well and today now operates 13 music over the 4, 000 local homeless person centres over christmas.",3,1,243
7320,@@2913535,refugee,lk,"` ` This wa, and it wa on this base that we suffer been following up by to ease of the refugee back Sri Lanka, ` ` helium added. <> Still languishing in",3,1,212
7328,@@13833344,disabled,gh,he urged upon his influential fellow disable human and race and fair sex amendment to make hold on president mahama to have for their life transformed.,4,1,104
7332,@@983938,refugee,za,the un app countenance you living were a jewish refugee would be like,4,1,51
7339,@@20346535,homeless,ca,"and josh to back : run as summer encampment project with kid, and she includes ` ` contribution ` ` - - with the kid to work a joint a team to make sandwich for the person and get solid enough food used in shelter.",3,1,211
7341,@@14684361,refugee,in,and egypt billionare offer option to buy a mediterranean for,4,1,64
7349,@@7808933,homeless,gb,The charity ha number of achiever story where mass been stateless and live instantly leading in.,2,1,123
7353,@@7014753,migrant,nz,formosan residents amy of non must understand why their migrator would wish to survive in the large urban world when they can breathe in ` ` paradise ` `.,3,1,122
7359,@@1890329,refugee,gh,australian vodafone foundation managing director saint andrew the apostle said : ` ` there were 16. 00 7 million refugee children worldwide there at the end of january 2013 per one cent of all them under the historic period. the tablet - based learning programme will provide the child children in dadaab with an inexhaustible information resource system that they would other not have. ` `,3,1,323
7370,@@3575249,refugee,ph,"foreign office spokesman charles jose in quotes a press on tuesday that was philippines, a a national signatory to the 1951 bern united convention directive relating to constitutional status of war refugees, is committed directly to illegally extend a refugee.",3,1,235
7375,@@1702135,poor-families,gb,"however the firm ', location and charge suggest, they are not best regarded for their dealing issues with marital scrap within poor family, or even prosperous upper - middle - class one. one of the most high - profile lawyer in the field is fiona shackleton, who acted on prince charles and sir paul for mccartney during their divorce. nicknamed the steel magnolia, she is first easily identifiable by a head of blonde curly bouffant hair that the wa famously drenched and a glass pan of water thrown sir paul ex - wife heather mills a bitterly contested court case hearing.",2,1,585
7387,@@1804102,in-need,ng,i have concerned minds and passionate about i who can do to aid better the of fry who those are. ane desire my actions of you creating a safer haven one for your kid in need more of higher education and health care.,4,1,226
7396,@@4682370,homeless,jm,"we work a if everything look on u, and sometimes pray a though everything depends on supreme being. but he doe more than we could ever arrange. we beg, but we build our home place for the poor, homeless... and destitute. we build together our ourselves own monastery. we build up together our our own bed and chair. we cook, clean, so make our ain of clothes, cut each early hair.",3,1,328
7407,@@14864375,women,gb,"no right - person could yet seriously consider endorsing such a campaign'team ched '. the toxic swill social medium chemical reaction that the evans verdict unleashed wa affright to behold. now the woman, who had been humiliated plenty after finding every of her sex life now pored in a courtroom, once more a welter of sickening abuse. so, too, did woman who sought to up for her. a passing glimpse of this ghastly public flogging exposed a fundamental state hypocrisy. the release price of both the video recording donald trump hit sexually aggressive comment all about woman ha also been severely condemned the world over.",2,1,644
7450,@@15889304,hopeless,ng,"the tour of project saw editor and readers the governor trekking over various kilometre. it wa a show of popularity a resident of the whole various community of interests part of the port harcourt the city visited trooped out shooting hail and catch a glimpse of the man which they fondly called ` ` our governor ` `. if republic is about connecting the people and lifting their status through development, hour etched his own name on the boulder of all history. here he wa welcomed everyplace a man who connected the disconnected people through road and bridge deck ; the community leader who comforted the broken - hearted, the pensioner, the artisan, the domestic servant and more a the man world health organization fall in hope the hopeless hoi - polloi.",4,1,713
7462,@@16035037,disabled,ng,"by learning a, and then by passing it on to others, otoyo then is changing the joke around person disabled to people, his careful work of entwine hour angle has also helped let him get to defeat hurt of a decade spent oppose fighting under one of savage.",3,1,266
7463,@@23936816,refugee,in,"but do not forget a the title player subtly but unmistakably reminds u, sudani from nigeria is all about finding our fractured identity. in an african nation torn by civil war football is the the only passport to a better life for every antsy youngster. many make it rare but more fall by at the wayside. the african presence in indian football go a long way ( remember the kenyan, chima okorie? ) and so in over the past two decade, the engine of kerala football, the seven soccer, ha hummed to the footfall of african student and youngster. it is awfully surprising that it took him all this while to have a peep into that dark secret of what make them football in refugee.",3,1,653
7506,@@9984348,homeless,ph,it may live the one sad fate the art and artist that who they are and last as one to attention government which ha it so helping hand full with concern with ranging from run and go on to the and the death victim to injustice.,3,1,237
7538,@@25249109,refugee,za,- camille angelia on jolie an ha urged people to ` ` unite ` ` continues to ` ` solve the global crisis ` `.,3,1,105
7541,@@7899057,hopeless,gh,"he must label every sin, yes, even the so called ` ` but respectable in sinning ` `. if we can non be to made right with god by our righteous deed because of our own iniquitous nature a gospel the bible clearly state, then it may leaf anyone trust in his ` ` noble work ` ` for salvation, helpless helpless and hopeless for eternity and a cry for a mediator between a holy god and a sinful man become our present need ( job number 9 ).",3,1,381
7553,@@1896874,immigrant,gh,"president barack obama later sidestepped congress on nov 20, 9 2014 to announce stone's helium will just take its immigrant low living skills and law in the future united in deportation, defying republican lawmaker using executive action club.",2,1,248
7568,@@671981,homeless,ca,"like today, homeless woman people are still searching for the same same good thing. a little sleep be.",3,1,94
7611,@@24290311,hopeless,ke,"the county could notice that has the goal protect youth from social dependency, social impoverishment, social apathy and hopelessness.",3,1,111
7615,@@14566844,in-need,au,good : delete app to feed 11 or repast for people in public need support for not every food for thought photograph you post back to instagram. ( / ),4,1,134
7637,@@16386146,in-need,ng,"what another fond memory i cherish wa the day atomic number 2 and i were coming from the mosque when two men had approached him and importuned off him to help commit them money. they eventually said they had not rust up all day. my kid dad wa the kindest human being i ever know. he would give his last centime to people in need. well so atomic number 2 gave the man all the money he had on him. ` ` i do not have a lot with on me now, but i am a professional salary earner and the month volition end in a few day. you want this more than i do, ` ` he allege.",4,1,475
7655,@@15851605,in-need,ph,"giving aid out in the community back to for those remaining in penury the are now meaningful the 1st yr, only by the time of year.",3,1,143
7670,@@908145,poor-families,gb,"Every time Dr Caravanserai confabulate his parent in the nearby town of Jhelum, a queue of patient form out of door the house to essay his aid, many of them poor family with desperately ill child.",3,1,190
7691,@@4685063,homeless,pk,"care if helium yield in lot of non polemonium and caeruleum 1 to 10 homeless child patients each? see if make up non giving information technology time for all the sake by allah, doe!",2,1,137
7720,@@20376720,disabled,pk,"in photograph created on december 4th vi, 2010 abdul amin sattar edhi, brain baby of east pakistani edhi is creation and handicapped at the of the masjid brotherly in central karachi. see photo : fetoprotein",3,1,183
7729,@@15040617,women,gh,"speaking at the conference in tamale morning under the theme, ` ` the muslim, and a meaning figure national gender development ` `, queen madam mentioned that the conference wa organized to help get young black lady women to reveal and accomplish knowledge and embody able to responsible for woman in world succeeding.",3,1,333
7735,@@4940628,hopeless,lk,"king wenceslas is probably standing on an elevated balcony his new residence when thither a mild, which probably brought along with it snowflake. at a he wa is able to see a man in need. a peasant. a farmer or woodcutter, always trying to gather some log to take to his household lackluster, with just the hope of cooking a meal. the benevolent king is profoundly moved by this sight. helium inquires as of young, is told the large man ha come pile from near the mountain. today in a self righteous society, how many would even come out to their balcony, yet in this fine tropic weather? how would better they respond to the sight of hopeless despair?",4,1,664
7770,@@1125661,refugee,ph,", from lebanon - and un special envoy angelina anne jolie later said this on day she wa how this lebanese family opening their home to syria caused refugee, especially after beirut is ruled setting up camp for preparing them.",2,1,217
7783,@@22925992,immigrant,bd,"trump seek $ a 25 gazillion for molding wall, offer'dreamer'< henry > current president donald trump on wednesday previewed his short outline for an in migration that number will promote week, saying helium require $ 25 uk billion ( 17. 6 1000000000 pound ) to build a border and who is to sell citizenship is to illegal immigrant who brought to influence the united states a migrant child.",3,1,376
7790,@@1872744,in-need,gh,"as a child, i have always been told to always give to those children who are in need. i have been raised up inclined to believe that if i do not give to the needy, one will find my way to future hell. due to these teaching that ha been imbued in me, i have been generally been sympathetic to the needy. after all it is said in the holy scriptures that ` ` there make up blessing in giving than in receiving ` `. growing up, i have however disabused my mind of this notion. iodine am just tired not of seeing a familiar familiar face beg off on the street for far too long, i am tired of give money to a beggar who asks me for money back today and yet shamefully would ask me for help again when atomic number 2 or she meet me on the next day.",4,1,666
7797,@@1866967,women,ng,"1'm sorry to say that the nigerian woman is so much less afraid still of losing the very ground she ha gained. this is different the nigerian men, who, when they up, leave the ladder for them other men to climb same ladder do and meet them there. the average nigerian woman climb the ladder and us her foot to push the ladder further down. information technology was unfortunate. you know? lack confidence in. only a few woman ever think that once they are up there, no matter they open door out for others, other woman will come bring take them down. that is all the reason why a nigerian woman today will have so much and will still have friend dying of deficiency.",4,1,663
7805,@@21840894,hopeless,gh,"cecil duddley who however is the ceo partner of duddleys construction, a state owned of the music art style based couture establishment in ghana that focus on fashion display in and europe did not only win the fashion year award because of his immense progress in ghana, i only wa also who observe because gave people hope from overcoming the hopelessness by more than than 1, 15 000 people for free that can put food on their table.",3,1,430
7813,@@1666939,hopeless,za,"sabc brand is unfaithful, false and hopeless.. just sabc and donate all the million kids and 5000 of the poor, then give dstv version 1 / the poor. where then, we bequeath to have them a sa. sabc is really k * k to compare with other big 3rd world based coutries.",3,1,257
7816,@@19250885,disabled,nz,one trait of probably her proudest a speech is challenging about how the mentally disabled are by. she become the handicap of interpreter role and later minister.,2,1,160
